Contribution-ID,Permalink,Posted message,Type,Posted,share,like,comment,Readers of content during runtime,Reaction during runtime
191341015013_10159399817180014,https://www.facebook.com/berlinertafel.ev/posts/10159399817180014:0,"BESUCH AUS ISRAEL  Im Rahmen eines Austauschprogramms der dbb jugend haben wir am Dienstag Mitglieder einer dbb Partnergewerkschaft aus Israel bei der Berliner Tafel empfangen. Sie haben sie sich über unsere Arbeit informiert und wertvolle Informationen für eigene zukünftige Projekte mitgenommen.   Danke für Euren Besuch und weiterhin gute Reise! ______________________________________________________  VISIT FROM ISRAEL  On Tuesday it was lovely to welcome the youth organization dbb jugend and one of their partner organizations from Israel, who visited us as part of their international youth exchange program in order to learn more about the work of the Berliner Tafel.  Many thanks for the visit and wishing you good trip back home!",Photo,2017-09-17 01:03:00,1.0,24.0,2.0,42,54
191341015013_10159449972910014,https://www.facebook.com/berlinertafel.ev/posts/10159449972910014:0,"TECHNIKLIEFERUNG   Wir danken der Firma GISA GmbH für die Spende von Bildschirmen und Rechnern, die nun unsere Büroräume bereichern und uns die Arbeit erleichtern. Vielen Dank!",Photo,2017-09-22 07:53:00,6.0,48.0,0.0,48,71
191341015013_10159449900165014,https://www.facebook.com/berlinertafel.ev/posts/10159449900165014:0,"IHR HABT DIE WAHL!  Und wir finden, Ihr solltet sie nutzen. Also auf zum Wahllokal und zwei Kreuze gemacht. Eure Stimme zählt, um Einfluss auf Themen wie soziale Gerechtigkeit, Bildung und Lebensmittelverschwendung zu nehmen.",Photo,2017-09-24 00:30:00,,10.0,0.0,6,6
191341015013_10159463442770014,https://www.facebook.com/berlinertafel.ev/posts/10159463442770014:0,"JUBEL FÜR DIE BERLINER TAFEL   1928 kg Bananen, Wasser und Sandwiches konnten am Wochenende beim Berlin Marathon gerettet werden.   Der Jubel galt also nicht nur den ambitionierten Marathonläufer*innen, sondern auch unseren ehrenamtlichen Fahrer*innen, die an insgesamt 8 Versorgungspunkten die übrig gebliebenen Lebensmittel einsammelten. Diese wurden dann direkt an eine Vielzahl sozialer Einrichtungen weitergegeben.",Photo,2017-09-25 08:41:00,2.0,57.0,3.0,122,167
191341015013_10159467458935014,https://www.facebook.com/berlinertafel.ev/posts/10159467458935014:0,"LIEBLINGSSUPPE LÖFFELN UND GUTES TUN Vom 15. November 2017 bis 31. Januar 2018 findet unsere Aktion „SUPPE MIT SINN“ statt. Berliner Lokale spenden 1 Euro pro verkaufter Suppe oder eines anderen Gerichts an die Berliner Tafel und unterstützen damit die Lebensmittelsammlung für Notunterkünfte, Nachtcafés und Kältebusse. Ihr könnt uns helfen, anlässlich unseren bevorstehenden 25-jährigen Jubiläums 250 teilnehmende Restaurants für die 2,5 monatige Aktion zu finden.  *** Macht Euer Lieblingslokal auf die Aktion aufmerksam oder meldet Euch einfach bei uns mit Restaurantvorschlägen!***  Weitere Infos gibt es hier: http://bit.ly/1sABmrr",Photo,2017-09-27 08:48:00,15.0,54.0,4.0,78,115
191341015013_10159475501875014,https://www.facebook.com/berlinertafel.ev/posts/10159475501875014,"5 Cent pro Wisch! Auch Ihr könnt ganz einfach unterstützen, indem Ihr umweltschonend Prospekte durchblättert.",Photo,2017-09-28 01:00:15,,5.0,0.0,6,9
191341015013_10159471511075014,https://www.facebook.com/berlinertafel.ev/posts/10159471511075014:0,"TAFEL-BUFDIS ZU BESUCH BEI DER BERLINER TAFEL  Im Rahmen eines Bildungsseminars des IB Berlin-Brandenburg besuchte uns eine Gruppe Bundesfreiwilliger der Tafeln aus Anklam, Erkner, Fürstenwalde, Leipzig, Peitz und Spremberg. Viele spannende Fragen zu den Themen Lebensmittelrettung, Bedürftigkeit und Nutzen der Tafeln wurden im regen Austausch diskutiert. Danke für Euren Besuch!",Photo,2017-09-28 08:49:00,4.0,26.0,3.0,95,139
191341015013_10159479953545014,https://www.facebook.com/berlinertafel.ev/posts/10159479953545014:0,"NOCH 229 RESTAURANTS  21 Berliner Lokale konnten wir bereits für unsere SUPPE MIT SINN Aktion gewinnen. Damit wir unser Ziel von 250 beteiligten Restaurants erreichen, suchen wir aktuell nach ehrenamtlicher Verstärkung für unser Team. Ihr habt Freude am Telefonieren, wollt digital die Berliner Gastronomielandschaft erkunden und habt Lust ein sinnvolles Projekt zu unterstützen?  *** Dann meldet Euch bei uns: suppemitsinn@berliner-tafel.de ***",Photo,2017-09-30 00:58:00,8.0,16.0,0.0,28,43
191341015013_10159492706330014,https://www.facebook.com/berlinertafel.ev/posts/10159492706330014:0,"7,5 TONNEN ERNTEDANKGABEN  In den vergangenen zwei Wochen haben viele Berliner*innen im Rahmen der „Eins mehr!“ Erntedank-Aktion Lebensmittel für Bedürftige gekauft. Insgesamt wurden 7,5 Tonnen gespendet. Wir sind überwältigt von der Spendenbereitschaft und danken allen, die sich beteiligt haben.  Mehr Infos gibt es hier: http://bit.ly/2fKyGYp",Photo,2017-10-02 08:39:01,1.0,18.0,0.0,16,17
191341015013_10159501732540014,https://www.facebook.com/berlinertafel.ev/posts/10159501732540014:0,"NEUE LAIB UND SEELE AUSGABESTELLE   In Halensee hat heute die 46. Berliner LAIB und SEELE-Ausgabestelle eröffnet. Von nun an können Bedürftige in der Hochmeisterkirche immer mittwochs gespendete Lebensmittel erhalten.  Als kleine Aufmerksamkeit stellte Microsoft Berlin seine Siegprämie des heutigen radioBERLIN 88,8 Quizz zur Verfügung. So gab es leckere Kaffeespezialitäten vom radioBERLIN Coffeebike.  Mehr Infos zur 46. Ausgabestelle gibt es hier: http://bit.ly/2ynz9HK",Photo,2017-10-04 08:55:00,1.0,17.0,0.0,33,49
191341015013_10159505574645014,https://www.facebook.com/berlinertafel.ev/posts/10159505574645014,"„EINE FRAGE DER EHRE"" – BERLINER TAFEL QUIZZT MIT  Wer kennt sich besser aus: Berliner Einrichtungen treten in einem Quiz bei radioBERLIN 88,8 gegeneinander an und morgen ist die Berliner Tafel mit von der Partie! Unsere Vorsitzende Sabine Werth geht 7:15 Uhr ins Battle und hofft auf die Siegprämie - der Besuch des radioBERLIN CaféMobils bei der Berliner Tafel, das die Mitarbeiter*innen mit frischem Espresso, Cappuccino oder Kaffee versorgt! ***Wir drücken die Daumen!***",SharedVideo,2017-10-05 02:11:45,,11.0,3.0,24,43
191341015013_10159509838095014,https://www.facebook.com/berlinertafel.ev/posts/10159509838095014,Berliner Tafel e.V. hat seinen/ihren Status aktualisiert.,Status,2017-10-06 00:32:30,,3.0,0.0,7,8
191341015013_10159523721890014,https://www.facebook.com/berlinertafel.ev/posts/10159523721890014,Berliner Tafel e.V. hat die Geschäftszeiten aktualisiert.,Link,2017-10-09 06:14:02,1.0,2.0,0.0,2,2
191341015013_10159523635165014,https://www.facebook.com/berlinertafel.ev/posts/10159523635165014:0,"WER WEIß ES?   Die Bandbreite der Obst- und Gemüsespenden an die Berliner Tafel ist riesig. Nebst Äpfeln, Karotten, Kohl und Lauch erhalten wir manches Mal auch Exoten, die uns vor ein Rätsel stellen. So etwa diese Exemplare, die heute in unserer Sortierhalle ankamen.  Wisst Ihr, was es ist?",Photo,2017-10-09 08:58:00,,8.0,7.0,144,190
191341015013_10159528417770014,https://www.facebook.com/berlinertafel.ev/posts/10159528417770014:0,"DAS RÄTSEL IST GELÖST  Danke für Eure kreativen Vorschläge. Bei der omninösen Gemüsespende handelt es sich um die Oca-Knolle. Sie stammt aus den peruanischen Anden und ist auch unter dem Namen knolliger Sauerklee bekannt. Das Gemüse ist kohlehydratarm und so vitaminhaltig, dass 100g davon bereits 60% des Tagesbedarfs an Vitamin C abdecken. Die Oca Knolle hat einen zitronig-säuerlichen Geschmack und kann gekocht oder roh verzehrt werden.",Photo,2017-10-10 09:03:01,,15.0,1.0,39,56
191341015013_10159532596445014,https://www.facebook.com/berlinertafel.ev/posts/10159532596445014:0,"NACHHALTIG BIS ZUM LETZTEN KRÜMEL  Ab sofort werden die Bioabfälle der Berliner Tafel noch nachhaltiger genutzt. Sie dienen der Terra Preta GmbH als Grundlage für wertvolle Bioerde, die der fruchtbaren Amazonas-Schwarzerde #terrapreta nachempfunden ist. Organische Abfälle werden somit energieeffizient und ohne Belastung für die Umwelt zu einer nährstoff- und wasserspeichernden Schwarzerde verarbeitet, die zur Bodenverbesserung beiträgt und Dünger weitestgehend ersetzen kann.",Photo,2017-10-11 09:13:00,,13.0,0.0,15,18
191341015013_10159540788275014,https://www.facebook.com/berlinertafel.ev/posts/10159540788275014:0,"ES MUSS NICHT IMMER SUPPE SEIN   Unsere Winterhilfsaktion  #SUPPEMITSINN braucht weitere Unterstützer*innen! Berliner Lokale, Restaurants und Cafés spenden 1 Euro pro verkaufter Suppe oder eines anderen Gerichts an die Berliner Tafel und machen somit die Lebensmittelsammlung für Notunterkünfte, Nachtcafés und Kältebusse möglich. 27 Berliner Lokale sind schon dabei! Viele weitere sollen es werden!   http://bit.ly/1sABmrr",Photo,2017-10-13 09:17:00,7.0,29.0,0.0,89,116
191341015013_10159552890280014,https://www.facebook.com/berlinertafel.ev/posts/10159552890280014,"Das LAIB und SEELE Team in der Schönwalder Str. 23 in Spandau sucht dringend Unterstützung für die Lebensmittelausgabe, die immer montags stattfindet.",Photo,2017-10-16 02:41:06,,3.0,0.0,22,29
191341015013_10159553260260014,https://www.facebook.com/berlinertafel.ev/posts/10159553260260014:0,"HEUTE IST WELTERNÄHRUNGSTAG  Weltweit leiden 795 Millionen Menschen an Hunger. Gleichzeitig werden 1,3 MILLIARDEN Tonnen Lebensmittel weggeworfen. Allein in Deutschland landen 11 Millionen Tonnen Nahrungsmittel in der Tonne. Auch Privathaushalte tragen dazu bei: 82 kg Lebensmittel vergeudet jeder Haushalt durchschnittlich. Diese Zahlen machen deutlich, weshalb die Berliner Tafel sich seit 24 Jahren für die Rettung von Lebensmitteln für bedürftige Menschen einsetzt! Wir nehmen dort, wo es zu viel ist und geben es dahin, wo es gebraucht wird!",Photo,2017-10-16 08:48:00,7.0,19.0,0.0,27,32
191341015013_10159552887675014,https://www.facebook.com/berlinertafel.ev/posts/10159552887675014:0,"BERLIN BRITISH SCHOOL SAMMELT FÜR DIE BERLINER TAFEL  Seit fast 20 Jahren sammeln die Schüler*innen der  Berlin British School haltbare Lebensmittel für die Berliner Tafel. Nudeln, Konserven, Süßigkeiten, Getränke und viele weitere Nahrungsmittel werden für bedürftige Berliner*innen zusammengetragen und einmal im Jahr an uns übergeben. In diesem Jahr haben Schüler*innen und Eltern die unglaubliche Menge von 1200kg gesammelt.   Eine beeindruckende Spende! Danke für die Großzügigkeit und Euer langjähriges Engagement! ___________________________________________________________  This year we had the pleasure yet again to attend a lovely assembly at the  Berlin British School where they presented us with this year's food drive results. After weighing all the food that was donated, we can officially report that it came in at a fantastic 1200 kilos! BBS has been collecting food for the Berliner Tafel for nearly 20 years. A heartfelt thank you for your amazing efforts yet again this year BBS!",Photo,2017-10-17 09:21:00,2.0,39.0,0.0,59,72
191341015013_10159561094440014,https://www.facebook.com/berlinertafel.ev/posts/10159561094440014,"„EINE FRAGE DER EHRE"" – BERLINER TAFEL QUIZZT MIT  Wer kennt sich besser aus: Berliner Einrichtungen treten in einem Quiz bei radioBERLIN 88,8 gegeneinander an und morgen ist die Berliner Tafel mit von der Partie! Unsere Vorsitzende Sabine Werth geht 7:15 Uhr ins Battle und hofft auf die Siegprämie - der Besuch des radioBERLIN CaféMobils bei der Berliner Tafel, das die Mitarbeiter*innen mit frischem Espresso, Cappuccino oder Kaffee versorgt! ***Wir drücken die Daumen!***",SharedVideo,2017-10-18 04:48:12,,10.0,4.0,31,48
191341015013_10159565410010014,https://www.facebook.com/berlinertafel.ev/posts/10159565410010014:0,"CAFÉMOBIL ZU BESUCH AUF DEM GROßMARKT   Berliner Einrichtungen treten im Quiz 'Eine Frage der Ehre' bei radioBERLIN 88,8 gegeneinander an und heute war die Berliner Tafel mit von der Partie! Unsere Vorsitzende Sabine Werth ging ins Battle gegen den Berliner Büchertisch und hat gewonnen. Als Siegpremie wurden heute alle Berliner Tafel Mitarbeiter*innen vom radioBERLIN CaféMobil mit frischem Espresso, Cappuccino und Kaffee versorgt!   Glückwunsch Sabine und Danke radioBerlin!",Photo,2017-10-19 07:01:39,2.0,25.0,0.0,54,72
191341015013_10159560756265014,https://www.facebook.com/berlinertafel.ev/posts/10159560756265014:0,"KUSCHLIGE SOCKEN SPENDE  Diese Woche hat uns eine Kiste kuschliger selbstgestrickter Babyschuhe und Kindersocken erreicht! Eine süße Überraschung, die wir direkt an die Frauen und Kinder der von uns belieferten Berliner Frauenhäuser weitergeben. Ein großes Dankeschön an die fleißige Strickerin für diese willkommene Spende in der kalten Jahreszeit.",Photo,2017-10-20 08:58:00,1.0,28.0,1.0,14,24
191341015013_10159586161965014,https://www.facebook.com/berlinertafel.ev/posts/10159586161965014,"BERLINER TAFEL SALZ  Natürliches Salz direkt aus dem Naturschutzgebiet Castro Marim in Portugal nach Berlin zu bringen – das ist das Ziel von Tobias Stetter, Initiator des Slowfood Blogs TASTE & STORIES. 25% der Einkaufsmenge kommen in Form einer Sachspende künftig der Berliner Tafel zugute. Ein unterstützenswertes Projekt!",Photo,2017-10-24 01:55:23,,9.0,0.0,14,20
191341015013_10159590642640014,https://www.facebook.com/berlinertafel.ev/posts/10159590642640014:0,"AUSZEICHNUNG FÜR FREIWILLIGE   Am 24.10. wurde im Roten Rathaus der Freiwilligenpass verliehen - eine Auszeichnung für besonderes, ehrenamtliches Engagement. Mit dabei waren auch vier langjährige Helfer*innen der Berliner Tafel. Hilke Bauer, Waldemar Kedra, Martina Lück und Ahmad Jeblawi erhielten den Pass als Anerkennung für ihren Einsatz als FahrerInnen,  KIMBA-Mitarbeiterin und LAIB und SEELE Unterstützer.  Wir gratulieren Euch und sagen DANKE für Eure großartige Hilfe.",Photo,2017-10-25 08:52:00,2.0,32.0,2.0,51,89
191341015013_10159594988560014,https://www.facebook.com/berlinertafel.ev/posts/10159594988560014:0,"WARME GESTE IN DER KALTEN JAHRESZEIT  Regen, Kälte und Wind - der Herbst ist in vollem Gange. Gut, dass viele #BerlinerKältehilfe-Einrichtungen bereits jetzt mit ihrer Arbeit starten. Die Berliner Tafel unterstützt viele dieser Initiativen mit Lebensmitteln.  Mit der Aktion #suppemitsinn rufen wir Berliner Lokale, Restaurants und Cafés auf, diese zusätzliche Lebensmittelverteilung mit 1 Euro pro verkaufter Suppe oder eines anderen Gerichts zu unterstützen.  37 Berliner Lokale sind schon dabei! Viele weitere sollen es werden! http://bit.ly/1sABmrr",Photo,2017-10-26 09:53:00,7.0,24.0,0.0,31,52
191341015013_10159598865235014,https://www.facebook.com/berlinertafel.ev/posts/10159598865235014:0,"FALTENFREI  Nein! Macht aber gar nichts! Warum wegwerfen, wenn sich etwas reifere Paprika wunderbar zum Kochen, Schmoren oder Einwecken eignen? Unser Vorschlag für Euch zum Wochenende: GEFÜLLTE PAPRIKA MIT GEMÜSEREIS, KRÄUTERSCHMAND UND GURKENSALAT. Dieses erprobte KIMBA-Rezept findet Ihr hier: http://bit.ly/2wDJtdU  Viel Spaß beim Ausprobieren und Genießen!",Photo,2017-10-27 09:07:01,2.0,13.0,0.0,20,28
191341015013_10159611601930014,https://www.facebook.com/berlinertafel.ev/posts/10159611601930014:0,"HAPPY HALLOWEEN  Diese drei geretteten Exemplare kommen heute zum Einsatz. Das Gute ist - nachdem sie als Deko Haus und Garten verschönert haben, können Hokkaido und Butternut Kürbisse zu leckeren Suppen, Aufläufen und Salaten verarbeitet werden.   Wisst Ihr übrigens, weshalb Kürbisse an Halloween als gruselige Fratzen Vorgärten und Wohnungen schmücken?",Photo,2017-10-31 10:13:00,1.0,7.0,2.0,32,42
191341015013_10159626764250014,https://www.facebook.com/berlinertafel.ev/posts/10159626764250014,Ab sofort könnt Ihr die Arbeit der Berliner Tafel auch über die Too Good To Go app unterstützen. Gemeinsam retten wir somit noch mehr Lebensmittel vor der Vernichtung.,Photo,2017-11-02 05:46:56,,9.0,0.0,20,22
191341015013_10159631040740014,https://www.facebook.com/berlinertafel.ev/posts/10159631040740014,SPAGHETTI MAL ANDERS  Mit einem köstlichen KIMBA Klassiker schicken wir Euch ins Wochenende. Heute gibt es SPAGHETTIPUFFER MIT TOMATEN-CURRY-KETCHUP UND GURKENSALAT. Das Rezept findet Ihr hier: http://bit.ly/2sNOgIa  Euch allen ein schönes Wochenende und viel Spaß beim Kochen und Genießen!,Photo,2017-11-03 08:36:00,5.0,16.0,0.0,17,23
191341015013_10159644359650014,https://www.facebook.com/berlinertafel.ev/posts/10159644359650014,Berliner Tafel e.V. hat Vostels Beitrag geteilt.,Photo,2017-11-06 08:05:57,,3.0,0.0,13,19
191341015013_10159643643725014,https://www.facebook.com/berlinertafel.ev/posts/10159643643725014:0,"FREUDE SCHENKEN  Heute startet die große Weihnachtspsendenaktion von MyPlace. Vom 6. November bis zum 7. Dezember 2017 sammeln der Lagerraumanbieter und die Berliner Tafel e.V. unter dem Motto „Weihnachtsfreude weitergeben“ Geschenke für Bedürftige. Infos darüber, was und wo gesependet werden kann, gibt es hier: http://bit.ly/1ORiQQI",Photo,2017-11-06 08:29:00,11.0,30.0,0.0,54,74
191341015013_10159647549945014,https://www.facebook.com/berlinertafel.ev/posts/10159647549945014:0,SPIELERISCH GUTES TUN  300 Spieler*innen aus der ganzen Welt haben sich am Sonntag im Rahmen der Aktion GORUCK Scavenger Operation Clear Field - Berlin. Germany zum gemeinsamen Spielen und Engagieren zusammengefunden. So haben sie 320kg haltbare Lebensmittel für die Berliner Tafel gesammelt und ganz nebenbei ihren Punktestand verbessert.  Wir DANKEN EUCH für diese fantastische Spende!,Photo,2017-11-07 08:34:00,16.0,126.0,18.0,387,579
191341015013_10159660036385014,https://www.facebook.com/berlinertafel.ev/posts/10159660036385014:0,"WER WEIß ES?  Auf dieses kuriose Gemüse sind wir heute im Lager gestoßen. Könnt Ihr uns sagen, worum es sich dabei handelt?",Photo,2017-11-10 08:23:00,,7.0,10.0,229,312
191341015013_10159660060640014,https://www.facebook.com/berlinertafel.ev/posts/10159660060640014:0,"SUPPE MIT SINN FÄHRT U-BAHN  Seit Freitag ist unsere Aktion ""Suppe mit Sinn"" im Berliner Fenster der U-Bahnen zu sehen. Habt Ihr uns dort schon entdeckt?  Die Winterhilfsaktion startet am Mittwoch, den 15.11.  Wir freuen uns über aktuell 50 teilnehmende Restaurants und hoffen auf viele verkaufte Suppen mit Sinn!",Photo,2017-11-11 01:08:00,4.0,19.0,1.0,17,26
191341015013_10159659932250014,https://www.facebook.com/berlinertafel.ev/posts/10159659932250014:0,"FASCHINGSBEGINN  Es ist wieder so weit: Der 11.11., 11.11 Uhr. Und das bedeutet gute Laune, bunte Kostüme und viele Süßigkeiten. Aber nicht das gesunde Essen vergessen! Auch Apfel, Mandarine und co. machen zu den farbenfrohen Festivitäten eine gute Figur. Wir wünschen Euch allen eine fröhliche Faschingszeit.",Photo,2017-11-11 02:10:00,,5.0,0.0,6,20
191341015013_10159681534920014,https://www.facebook.com/berlinertafel.ev/posts/10159681534920014,Türkische Leckereien   Am 17. November lädt die Initiative Meet & Eat Berlin erneut zum kulinarischen Treffen im Stadtteilzentrum Pankow ein. Der Kochabend - diesmal unter dem Motto „Türkei“ - wird von der Berliner Tafel mit Lebensmittelspenden unterstützt! Anmelden könnt Ihr Euch unter info@meetandeat-berlin.de   Lasst es Euch schmecken!,Link,2017-11-15 02:45:27,,1.0,0.0,3,3
191341015013_10159681370590014,https://www.facebook.com/berlinertafel.ev/posts/10159681370590014:0,"LÖFFELWEISE GUTES TUN  Es ist soweit! Heute startet unsere Aktion #SUPPEMITSINN  Bis zum 31.1.2018 könnt Ihr in 53 Restaurants berlinweit eine Suppe mit Sinn bestellen und somit die Lebensmittelsammlung der Berliner Tafel für Notunterkünfte, Nachtcafés und Wärmestuben in der kalten Jahreszeit unterstützen! Alle beteiligten Restaurants findet Ihr hier: http://bit.ly/1sABmrr",Photo,2017-11-15 08:41:00,7.0,36.0,0.0,42,60
191341015013_10159681378060014,https://www.facebook.com/berlinertafel.ev/posts/10159681378060014:0,"NASCHEN FÜR DEN GUTEN ZWECK  Lust auf Schokolade? Ab sofort findet Ihr unsere Berliner Tafel Bioschoki wieder in den Biomärkten BASIC, Speisekammer, BIO COMPANY und LPG.   Ob Vollmilch oder Zartbitter, die ""Ick bin eine Berliner Tafel"" eignet sich perfekt als leckeres Weihnachtsgeschenk oder zum selber Genießen!",Photo,2017-11-16 08:39:00,9.0,66.0,8.0,85,153
191341015013_10159681525395014,https://www.facebook.com/berlinertafel.ev/posts/10159681525395014:0,"KURIOSES AUS DER OBSTKISTE  Lustig anzusehen, aber sind diese Gewächse auch essbar? Wisst Ihr wie sie heißen und wie sie schmecken? Wir sind gespannt auf eure Antworten!",Photo,2017-11-17 08:38:00,,9.0,7.0,118,178
191341015013_10159685743425014,https://www.facebook.com/berlinertafel.ev/posts/10159685743425014,"AKTIV GEGEN LEBENSMITTELVERSCHWENDUNG  80 Millionen Menschen in Europa leben unter der Armutsgrenze. Gleichzeitig werfen Supermärkte täglich 40kg genießbare Lebensmittel weg. Ihr wollt etwas dagegen tun?  Dann unterschriebt diese Petition! Ziel ist es, ein Gesetz auf EU Ebene einzuführen, dass große Supermärkte dazu verpflichtet, überschüssiges Essen an Wohltätigkeitsorganisationen zu spenden. #StopTheFoodWaste",Link,2017-11-18 01:04:00,1.0,17.0,0.0,30,43
191341015013_10159704279445014,https://www.facebook.com/berlinertafel.ev/posts/10159704279445014:0,JOURNÉE DE LA SOLIDARITÉ   Schüler*innen und Lehrkräfte des Französisches Gymnasium Berlin haben sich am TAG DER SOLIDARITÄT über eine Vielzahl gemeinnütziger Organisationen informiert. Wir waren mit von der Partie und haben uns über viele neugierige Fragen zur Arbeit der Berliner Tafel und dem Thema Lebensmittelverschwendung gefreut.  Mercie beaucoup! Gern sind wir auch im kommenden Jahr wieder dabei!,Photo,2017-11-20 08:58:01,1.0,10.0,0.0,20,22
191341015013_10159709169865014,https://www.facebook.com/berlinertafel.ev/posts/10159709169865014,"SCHOTTLAND WIEDER IN BERLIN  Schon zum dritten Mal besuchte uns heute ein Team der Bank of Scotland, um uns beim Sortieren und Ausgeben von Lebensmittelspenden zu helfen. Ein großes THANK YOU für Eure tatkräftige Unterstützung.",Photo,2017-11-21 09:51:00,2.0,31.0,0.0,28,41
191341015013_10159713680655014,https://www.facebook.com/berlinertafel.ev/posts/10159713680655014,"SPENDE DEIN PFAND   Es geht zum Flieger und die Wasserflasche muss draußen bleiben. Seit Juni können Pfandflaschen am Flughafen Tegel zu Gunsten der Berliner Tafel gespendet werden! Wie genau das funktioniert, könnt Ihr ab sofort hier sehen: http://bit.ly/2BeauDK",Link,2017-11-22 08:34:01,6.0,30.0,1.0,29,43
191341015013_10159722362800014,https://www.facebook.com/berlinertafel.ev/posts/10159722362800014,"SUPPE MIT SINN ist in vollem Gange. Wir freuen uns über 59 teilnehmende Restaurants. Auch das Einstein Unter den Linden ist dabei, bietet seinen Gästen eine leckere Suppe mit Sinn und unterstützt somit die Lebensmittelsammlung der Berliner Tafel für viele Kältehilfe-Einrichtungen. Danke!",Photo,2017-11-24 06:53:08,,19.0,0.0,13,17
191341015013_10159722418470014,https://www.facebook.com/berlinertafel.ev/posts/10159722418470014:0,SUPPE MIT SINN MACHT SINN  Im Winter bieten Einrichtungen der Berliner Kältehilfe Obdachlosen zusätzlich warme Mahlzeiten und Schlafplätze an. Mit Hilfe der Aktion #suppemitsinn unterstützt die Berliner Tafel auch diese Projekte und hat einige Einrichtungen besucht: http://bit.ly/2APEd5C,Photo,2017-11-25 00:58:01,4.0,23.0,0.0,26,35
191341015013_10159734836110014,https://www.facebook.com/berlinertafel.ev/posts/10159734836110014:0,"ALLE JAHRE WIEDER...  findet der Spandauer Weihnachtsmarkt statt. 250 Marktstände und Schausteller*innen tummeln sich dieses Jahr zum 44. Mal in der Spandauer Altstadt. Auch wir sind mit einem Stand, unserem neuen Glücksrad und ganz viel guter Laune vertreten. Am Familienmittwoch backt unser KIMBA-Team live leckere Kartoffelplätzchen auf der Bühne. Schaut vorbei und genießt gemeinsam mit uns die schöne Vorweihnachtszeit! http://bit.ly/2Aggwnq",Photo,2017-11-27 08:52:01,1.0,24.0,0.0,40,60
191341015013_10159739176760014,https://www.facebook.com/berlinertafel.ev/posts/10159739176760014:0,"GIVING TUESDAY   Schon gewusst? Heute ist #GivingTuesday - ein weltweiter Aktionstag, der inmitten des vorweihnachtlichen Trubels das Helfen, Spenden, Teilen und Schenken in den Fokus stellt. Alle sind eingeladen, diesen Tag mitzugestalten. Wie wäre es heute mit einer Berliner Tafel Schokolade oder einer Suppe mit Sinne? So unterstützt Ihr die Arbeit der Berliner Tafel und könnt Euch und anderen eine Freude machen.",Photo,2017-11-28 07:48:00,2.0,16.0,0.0,20,35
191341015013_10159747733745014,https://www.facebook.com/berlinertafel.ev/posts/10159747733745014:0,"PLÄTZCHENALTERNATIVE   Mittwochs ist Familientag auf dem Spandauer Weihnachtsmarkt. Da darf unser KIMBA-Team nicht fehlen. So wurde gestern live auf der Bühne gekocht. Kleine und große Besucher*innen waren eingeladen, leckere Kartoffel-Möhren-Taler zu kreieren und gleich zu verkosten! Habt Ihr auch Lust auf die herzhafte Plätzchenalternative? Hier geht's zum Rezept: http://bit.ly/2ir6afK",Photo,2017-11-30 08:46:00,,19.0,0.0,27,38
191341015013_10159751267715014,https://www.facebook.com/berlinertafel.ev/posts/10159751267715014:0,"ADVENTSKALENDER  Jeden Tag eine kleine Überraschung - auch von uns. Wir haben für Euch leckere Rezepte für die kalte Jahreszeit, schöne Erinnerungen an das Jahr 2017, tolle Geschenkideen und kleine Bilderrätsel zusammengestellt um Euch die Zeit bis Heiligabend ein wenig zu versüßen. Wir wünschen Euch allen eine frohe Vorweihnachtszeit.",Photo,2017-12-01 05:13:01,1.0,10.0,0.0,14,27
191341015013_10159751630035014,https://www.facebook.com/berlinertafel.ev/posts/10159751630035014:0,"ADVENTSKALENDER  Hinter dem ersten Türchen unseres Adventskalenders versteckt sich ein Rätsel. Wisst Ihr, was das ist? Wir sind gespannt auf Eure Vorschläge.",Photo,2017-12-01 09:13:00,,6.0,7.0,86,131
191341015013_10159751955835014,https://www.facebook.com/berlinertafel.ev/posts/10159751955835014:0,ADVENTSKALENDER  In unserem zweiten Türchen steckt der erste Teil unseres Jahresrückblicks: die schöne Erinnerung an Sabine Werths 60. Geburtstag im Januar - es war ein großartiges Fest! Nochmal herzlichen Dank an alle Unterstützer'innen.,Photo,2017-12-02 01:20:02,,7.0,0.0,16,26
191341015013_10159752310060014,https://www.facebook.com/berlinertafel.ev/posts/10159752310060014:0,"ADVENTSKALENDER  Es ist Sonntag und was gibt es schöneres, als an einem gemütlichen Adventssonntag leckere Plätzchen zu backen? Für das dritte Türchen haben wir deshalb ein Plätzchenrezept aus der KIMBA-Küche stibitzt. Viel Spaß beim Ausprobieren und lasst es euch schmecken!",Photo,2017-12-03 01:30:00,,8.0,3.0,43,63
191341015013_10159765430380014,https://www.facebook.com/berlinertafel.ev/posts/10159765430380014,SUPPE MIT SINN  60 Berliner Restaurants beteiligen sich mittlerweile an unserer Winterhilfsaktion #suppemitsinn . Fantastisch! Auch das Maritim Hotel ist dabei und unterstützt somit die Lebensmittelsammlung der Berliner Tafel für die #BerlinerKältehilfe.,Photo,2017-12-04 02:29:21,,15.0,0.0,14,18
191341015013_10159765862150014,https://www.facebook.com/berlinertafel.ev/posts/10159765862150014,DIENSTAGS NOCH NICHTS VOR?  Das Team der LAIB und SEELE Ausgabestelle in der Plesser Straße 4 sucht ab sofort Verstärkung! Lebensmittel retten und gleichzeitig bedürftige Menschen unterstützen - Eure Hilfe ist mehr als willkommen!,Photo,2017-12-04 05:18:30,,15.0,3.0,38,49
